# time(ns)  Fourier    CSA-BTE   RTA-BTE
  0.316500     0.009457     0.011728     0.148957   
  0.317000     0.009387     0.010729     0.148202   
  0.317500     0.009318     0.009732     0.147449   
  0.318000     0.009249     0.008738     0.146698   
  0.318500     0.009181     0.007747     0.145949   
  0.319000     0.009112     0.006760     0.145203   
  0.319500     0.009044     0.005775     0.144458   
  0.320000     0.008977     0.004793     0.143715   
  0.320500     0.008909     0.003814     0.142975   
  0.321000     0.008842     0.002838     0.142236   
  0.321500     0.008776     0.001865     0.141500   
  0.322000     0.008710     0.000895     0.140766   
  0.322500     0.008644    -0.000071     0.140034   
  0.323000     0.008578    -0.001035     0.139303   
  0.323500     0.008513    -0.001996     0.138575   
  0.324000     0.008448    -0.002954     0.137849   
  0.324500     0.008383    -0.003909     0.137125   
  0.325000     0.008319    -0.004861     0.136403   
  0.325500     0.008255    -0.005810     0.135684   
  0.326000     0.008191    -0.006756     0.134966   
  0.326500     0.008128    -0.007699     0.134250   
  0.327000     0.008065    -0.008639     0.133536   
  0.327500     0.008002    -0.009576     0.132825   
  0.328000     0.007939    -0.010510     0.132115   
  0.328500     0.007877    -0.011441     0.131407   
  0.329000     0.007816    -0.012369     0.130702   
  0.329500     0.007754    -0.013295     0.129998   
  0.330000     0.007693    -0.014217     0.129297   
  0.330500     0.007632    -0.015136     0.128597   
  0.331000     0.007572    -0.016052     0.127900   
  0.331500     0.007512    -0.016965     0.127204   
  0.332000     0.007452    -0.017876     0.126511   
  0.332500     0.007393    -0.018783     0.125819   
  0.333000     0.007334    -0.019687     0.125130   
  0.333500     0.007275    -0.020588     0.124443   
  0.334000     0.007217    -0.021487     0.123757   
  0.334500     0.007159    -0.022382     0.123074   
  0.335000     0.007101    -0.023274     0.122392   
  0.335500     0.007044    -0.024164     0.121713   
  0.336000     0.006987    -0.025050     0.121036   
  0.336500     0.006930    -0.025934     0.120360   
  0.337000     0.006874    -0.026814     0.119687   
  0.337500     0.006818    -0.027692     0.119015   
  0.338000     0.006762    -0.028566     0.118346   
  0.338500     0.006707    -0.029438     0.117679   
  0.339000     0.006652    -0.030306     0.117013   
  0.339500     0.006597    -0.031172     0.116350   
  0.340000     0.006543    -0.032034     0.115688   
  0.340500     0.006489    -0.032894     0.115028   
  0.341000     0.006436    -0.033751     0.114371   
  0.341500     0.006382    -0.034604     0.113715   
  0.342000     0.006330    -0.035455     0.113062   
  0.342500     0.006277    -0.036303     0.112410   
  0.343000     0.006225    -0.037147     0.111760   
  0.343500     0.006173    -0.037989     0.111113   
  0.344000     0.006122    -0.038828     0.110467   
  0.344500     0.006071    -0.039664     0.109823   
  0.345000     0.006020    -0.040497     0.109181   
  0.345500     0.005970    -0.041326     0.108541   
  0.346000     0.005920    -0.042153     0.107903   
  0.346500     0.005871    -0.042977     0.107267   
  0.347000     0.005821    -0.043798     0.106633   
  0.347500     0.005773    -0.044616     0.106001   
  0.348000     0.005724    -0.045431     0.105371   
  0.348500     0.005676    -0.046243     0.104743   
  0.349000     0.005628    -0.047052     0.104117   
  0.349500     0.005581    -0.047858     0.103492   
  0.350000     0.005534    -0.048661     0.102870   
  0.350500     0.005488    -0.049462     0.102250   
  0.351000     0.005442    -0.050259     0.101631   
  0.351500     0.005396    -0.051053     0.101015   
  0.352000     0.005350    -0.051844     0.100400   
  0.352500     0.005305    -0.052632     0.099787   
  0.353000     0.005261    -0.053418     0.099177   
  0.353500     0.005216    -0.054200     0.098568   
  0.354000     0.005172    -0.054979     0.097961   
  0.354500     0.005129    -0.055755     0.097356   
  0.355000     0.005086    -0.056529     0.096753   
  0.355500     0.005043    -0.057299     0.096152   
  0.356000     0.005001    -0.058067     0.095553   
  0.356500     0.004959    -0.058831     0.094955   
  0.357000     0.004917    -0.059592     0.094360   
  0.357500     0.004876    -0.060351     0.093766   
  0.358000     0.004835    -0.061106     0.093175   
  0.358500     0.004795    -0.061859     0.092585   
  0.359000     0.004755    -0.062609     0.091998   
  0.359500     0.004715    -0.063355     0.091412   
  0.360000     0.004676    -0.064099     0.090828   
  0.360500     0.004637    -0.064840     0.090246   
  0.361000     0.004599    -0.065577     0.089666   
  0.361500     0.004561    -0.066312     0.089088   
  0.362000     0.004523    -0.067044     0.088511   
  0.362500     0.004486    -0.067772     0.087937   
  0.363000     0.004449    -0.068498     0.087365   
  0.363500     0.004412    -0.069221     0.086794   
  0.364000     0.004376    -0.069941     0.086225   
  0.364500     0.004341    -0.070658     0.085659   
  0.365000     0.004305    -0.071372     0.085094   
  0.365500     0.004270    -0.072083     0.084531   
  0.366000     0.004236    -0.072791     0.083970   
  0.366500     0.004202    -0.073496     0.083410   
  0.367000     0.004168    -0.074198     0.082853   
  0.367500     0.004134    -0.074897     0.082298   
  0.368000     0.004101    -0.075593     0.081744   
  0.368500     0.004069    -0.076287     0.081192   
  0.369000     0.004036    -0.076977     0.080643   
  0.369500     0.004004    -0.077664     0.080095   
  0.370000     0.003973    -0.078348     0.079549   
  0.370500     0.003941    -0.079030     0.079005   
  0.371000     0.003911    -0.079708     0.078462   
  0.371500     0.003880    -0.080384     0.077922   
  0.372000     0.003850    -0.081056     0.077383   
  0.372500     0.003820    -0.081726     0.076847   
  0.373000     0.003790    -0.082392     0.076312   
  0.373500     0.003761    -0.083056     0.075779   
  0.374000     0.003732    -0.083717     0.075248   
  0.374500     0.003704    -0.084374     0.074718   
  0.375000     0.003676    -0.085029     0.074191   
  0.375500     0.003648    -0.085681     0.073666   
  0.376000     0.003620    -0.086330     0.073142   
  0.376500     0.003593    -0.086976     0.072620   
  0.377000     0.003566    -0.087619     0.072100   
  0.377500     0.003539    -0.088259     0.071582   
  0.378000     0.003513    -0.088896     0.071066   
  0.378500     0.003486    -0.089530     0.070551   
  0.379000     0.003461    -0.090161     0.070039   
  0.379500     0.003435    -0.090789     0.069528   
  0.380000     0.003410    -0.091415     0.069019   
  0.380500     0.003385    -0.092037     0.068512   
  0.381000     0.003360    -0.092657     0.068007   
  0.381500     0.003335    -0.093273     0.067503   
  0.382000     0.003311    -0.093887     0.067002   
  0.382500     0.003287    -0.094497     0.066502   
  0.383000     0.003264    -0.095105     0.066004   
  0.383500     0.003240    -0.095710     0.065508   
  0.384000     0.003217    -0.096312     0.065014   
  0.384500     0.003194    -0.096911     0.064521   
  0.385000     0.003171    -0.097507     0.064031   
  0.385500     0.003149    -0.098100     0.063542   
  0.386000     0.003127    -0.098690     0.063055   
  0.386500     0.003105    -0.099278     0.062570   
  0.387000     0.003083    -0.099862     0.062086   
  0.387500     0.003062    -0.100443     0.061605   
  0.388000     0.003040    -0.101022     0.061125   
  0.388500     0.003019    -0.101598     0.060647   
  0.389000     0.002998    -0.102170     0.060171   
  0.389500     0.002978    -0.102740     0.059696   
  0.390000     0.002957    -0.103307     0.059224   
  0.390500     0.002937    -0.103871     0.058753   
  0.391000     0.002917    -0.104433     0.058284   
  0.391500     0.002898    -0.104991     0.057817   
  0.392000     0.002878    -0.105546     0.057351   
  0.392500     0.002859    -0.106099     0.056888   
  0.393000     0.002840    -0.106648     0.056426   
  0.393500     0.002821    -0.107195     0.055965   
  0.394000     0.002802    -0.107739     0.055507   
  0.394500     0.002783    -0.108280     0.055050   
  0.395000     0.002765    -0.108818     0.054596   
  0.395500     0.002747    -0.109353     0.054143   
  0.396000     0.002729    -0.109886     0.053691   
  0.396500     0.002711    -0.110415     0.053242   
  0.397000     0.002694    -0.110942     0.052794   
  0.397500     0.002676    -0.111465     0.052348   
  0.398000     0.002659    -0.111986     0.051903   
  0.398500     0.002642    -0.112504     0.051461   
  0.399000     0.002625    -0.113020     0.051020   
  0.399500     0.002609    -0.113532     0.050581   
  0.400000     0.002592    -0.114041     0.050144   
  0.400500     0.002576    -0.114548     0.049708   
  0.401000     0.002560    -0.115052     0.049274   
  0.401500     0.002544    -0.115553     0.048842   
  0.402000     0.002528    -0.116051     0.048411   
  0.402500     0.002512    -0.116546     0.047983   
  0.403000     0.002497    -0.117039     0.047556   
  0.403500     0.002482    -0.117528     0.047130   
  0.404000     0.002467    -0.118015     0.046707   
  0.404500     0.002452    -0.118499     0.046285   
  0.405000     0.002437    -0.118980     0.045865   
  0.405500     0.002422    -0.119459     0.045446   
  0.406000     0.002408    -0.119934     0.045030   
  0.406500     0.002393    -0.120407     0.044614   
  0.407000     0.002379    -0.120877     0.044201   
  0.407500     0.002365    -0.121344     0.043789   
  0.408000     0.002351    -0.121808     0.043379   
  0.408500     0.002338    -0.122270     0.042971   
  0.409000     0.002324    -0.122729     0.042564   
  0.409500     0.002311    -0.123185     0.042159   
  0.410000     0.002297    -0.123638     0.041756   
  0.410500     0.002284    -0.124088     0.041355   
  0.411000     0.002271    -0.124536     0.040955   
  0.411500     0.002258    -0.124981     0.040556   
  0.412000     0.002245    -0.125423     0.040160   
  0.412500     0.002233    -0.125862     0.039765   
  0.413000     0.002220    -0.126299     0.039372   
  0.413500     0.002208    -0.126732     0.038980   
  0.414000     0.002196    -0.127163     0.038590   
  0.414500     0.002184    -0.127592     0.038202   
  0.415000     0.002172    -0.128017     0.037815   
  0.415500     0.002160    -0.128440     0.037430   
  0.416000     0.002148    -0.128860     0.037046   
  0.416500     0.002136    -0.129277     0.036665   
  0.417000     0.002125    -0.129692     0.036284   
  0.417500     0.002114    -0.130104     0.035906   
  0.418000     0.002102    -0.130513     0.035529   
  0.418500     0.002091    -0.130919     0.035154   
  0.419000     0.002080    -0.131323     0.034780   
  0.419500     0.002069    -0.131724     0.034408   
  0.420000     0.002058    -0.132122     0.034038   
  0.420500     0.002047    -0.132517     0.033669   
  0.421000     0.002037    -0.132910     0.033302   
  0.421500     0.002026    -0.133300     0.032936   
  0.422000     0.002015    -0.133687     0.032572   
  0.422500     0.002005    -0.134072     0.032209   
  0.423000     0.001995    -0.134454     0.031849   
  0.423500     0.001984    -0.134833     0.031489   
  0.424000     0.001974    -0.135210     0.031132   
  0.424500     0.001964    -0.135584     0.030776   
  0.425000     0.001954    -0.135955     0.030421   
  0.425500     0.001944    -0.136324     0.030068   
  0.426000     0.001934    -0.136690     0.029717   
  0.426500     0.001924    -0.137053     0.029367   
  0.427000     0.001915    -0.137413     0.029019   
  0.427500     0.001905    -0.137771     0.028673   
  0.428000     0.001895    -0.138127     0.028327   
  0.428500     0.001886    -0.138479     0.027984   
  0.429000     0.001876    -0.138829     0.027642   
  0.429500     0.001866    -0.139176     0.027302   
  0.430000     0.001857    -0.139521     0.026963   
  0.430500     0.001848    -0.139863     0.026626   
  0.431000     0.001838    -0.140202     0.026290   
  0.431500     0.001829    -0.140539     0.025956   
  0.432000     0.001819    -0.140873     0.025623   
  0.432500     0.001810    -0.141205     0.025292   
  0.433000     0.001801    -0.141534     0.024962   
  0.433500     0.001792    -0.141860     0.024634   
  0.434000     0.001782    -0.142184     0.024308   
  0.434500     0.001773    -0.142505     0.023983   
  0.435000     0.001764    -0.142823     0.023659   
  0.435500     0.001755    -0.143139     0.023337   
  0.436000     0.001746    -0.143453     0.023017   
  0.436500     0.001737    -0.143763     0.022698   
  0.437000     0.001728    -0.144071     0.022381   
  0.437500     0.001718    -0.144377     0.022065   
  0.438000     0.001709    -0.144680     0.021750   
  0.438500     0.001700    -0.144980     0.021437   
  0.439000     0.001691    -0.145278     0.021126   
  0.439500     0.001682    -0.145573     0.020816   
  0.440000     0.001673    -0.145866     0.020508   
  0.440500     0.001664    -0.146156     0.020201   
  0.441000     0.001655    -0.146444     0.019895   
  0.441500     0.001646    -0.146729     0.019591   
  0.442000     0.001637    -0.147011     0.019289   
  0.442500     0.001628    -0.147291     0.018988   
  0.443000     0.001619    -0.147569     0.018688   
  0.443500     0.001610    -0.147844     0.018390   
  0.444000     0.001601    -0.148116     0.018094   
  0.444500     0.001592    -0.148386     0.017798   
  0.445000     0.001583    -0.148653     0.017505   
  0.445500     0.001574    -0.148918     0.017212   
  0.446000     0.001565    -0.149180     0.016922   
  0.446500     0.001556    -0.149440     0.016632   
  0.447000     0.001547    -0.149697     0.016345   
  0.447500     0.001538    -0.149952     0.016058   
  0.448000     0.001529    -0.150204     0.015773   
  0.448500     0.001520    -0.150454     0.015490   
  0.449000     0.001511    -0.150702     0.015208   
  0.449500     0.001502    -0.150946     0.014927   
  0.450000     0.001493    -0.151189     0.014648   
  0.450500     0.001483    -0.151429     0.014370   
  0.451000     0.001474    -0.151666     0.014093   
  0.451500     0.001465    -0.151901     0.013819   
  0.452000     0.001456    -0.152134     0.013545   
  0.452500     0.001447    -0.152364     0.013273   
  0.453000     0.001438    -0.152591     0.013002   
  0.453500     0.001428    -0.152817     0.012733   
  0.454000     0.001419    -0.153039     0.012465   
  0.454500     0.001410    -0.153260     0.012199   
  0.455000     0.001401    -0.153477     0.011933   
  0.455500     0.001391    -0.153693     0.011670   
  0.456000     0.001382    -0.153906     0.011408   
  0.456500     0.001373    -0.154117     0.011147   
  0.457000     0.001363    -0.154325     0.010887   
  0.457500     0.001354    -0.154530     0.010629   
  0.458000     0.001344    -0.154734     0.010372   
  0.458500     0.001335    -0.154935     0.010117   
  0.459000     0.001326    -0.155133     0.009863   
  0.459500     0.001316    -0.155330     0.009611   
  0.460000     0.001307    -0.155523     0.009359   
  0.460500     0.001297    -0.155715     0.009109   
  0.461000     0.001287    -0.155904     0.008861   
  0.461500     0.001278    -0.156090     0.008614   
  0.462000     0.001268    -0.156275     0.008368   
  0.462500     0.001259    -0.156457     0.008124   
  0.463000     0.001249    -0.156636     0.007881   
  0.463500     0.001239    -0.156813     0.007639   
  0.464000     0.001229    -0.156988     0.007399   
  0.464500     0.001220    -0.157161     0.007160   
  0.465000     0.001210    -0.157331     0.006922   
  0.465500     0.001200    -0.157499     0.006686   
  0.466000     0.001190    -0.157664     0.006451   
  0.466500     0.001181    -0.157827     0.006217   
  0.467000     0.001171    -0.157988     0.005985   
  0.467500     0.001161    -0.158147     0.005754   
  0.468000     0.001151    -0.158303     0.005525   
  0.468500     0.001141    -0.158457     0.005296   
  0.469000     0.001131    -0.158609     0.005069   
  0.469500     0.001121    -0.158758     0.004844   
  0.470000     0.001111    -0.158905     0.004619   
  0.470500     0.001101    -0.159050     0.004396   
  0.471000     0.001091    -0.159192     0.004175   
  0.471500     0.001081    -0.159332     0.003954   
  0.472000     0.001071    -0.159470     0.003735   
  0.472500     0.001061    -0.159606     0.003517   
  0.473000     0.001051    -0.159739     0.003301   
  0.473500     0.001041    -0.159870     0.003086   
  0.474000     0.001031    -0.159999     0.002872   
  0.474500     0.001021    -0.160126     0.002659   
  0.475000     0.001011    -0.160250     0.002448   
  0.475500     0.001001    -0.160372     0.002238   
  0.476000     0.000991    -0.160492     0.002029   
  0.476500     0.000981    -0.160610     0.001821   
  0.477000     0.000971    -0.160725     0.001615   
  0.477500     0.000961    -0.160838     0.001410   
  0.478000     0.000951    -0.160949     0.001207   
  0.478500     0.000941    -0.161058     0.001004   
  0.479000     0.000931    -0.161165     0.000803   
  0.479500     0.000921    -0.161269     0.000603   
  0.480000     0.000911    -0.161371     0.000404   
  0.480500     0.000901    -0.161471     0.000207   
  0.481000     0.000891    -0.161569     0.000011   
  0.481500     0.000881    -0.161665    -0.000184   
  0.482000     0.000871    -0.161758    -0.000378   
  0.482500     0.000861    -0.161849    -0.000570   
  0.483000     0.000852    -0.161938    -0.000761   
  0.483500     0.000842    -0.162025    -0.000951   
  0.484000     0.000832    -0.162110    -0.001140   
  0.484500     0.000822    -0.162193    -0.001327   
  0.485000     0.000812    -0.162273    -0.001513   
  0.485500     0.000802    -0.162351    -0.001698   
  0.486000     0.000793    -0.162428    -0.001882   
  0.486500     0.000783    -0.162502    -0.002065   
  0.487000     0.000773    -0.162574    -0.002246   
  0.487500     0.000764    -0.162644    -0.002426   
  0.488000     0.000754    -0.162711    -0.002605   
  0.488500     0.000744    -0.162777    -0.002783   
  0.489000     0.000735    -0.162840    -0.002959   
  0.489500     0.000725    -0.162902    -0.003135   
  0.490000     0.000716    -0.162961    -0.003309   
  0.490500     0.000706    -0.163018    -0.003482   
  0.491000     0.000697    -0.163073    -0.003653   
  0.491500     0.000687    -0.163127    -0.003824   
  0.492000     0.000678    -0.163178    -0.003993   
  0.492500     0.000669    -0.163226    -0.004161   
  0.493000     0.000659    -0.163273    -0.004328   
  0.493500     0.000650    -0.163318    -0.004494   
  0.494000     0.000641    -0.163361    -0.004659   
  0.494500     0.000632    -0.163402    -0.004822   
  0.495000     0.000622    -0.163440    -0.004985   
  0.495500     0.000613    -0.163477    -0.005146   
  0.496000     0.000604    -0.163512    -0.005306   
  0.496500     0.000595    -0.163544    -0.005465   
  0.497000     0.000586    -0.163575    -0.005622   
  0.497500     0.000577    -0.163603    -0.005779   
  0.498000     0.000569    -0.163630    -0.005934   
  0.498500     0.000560    -0.163654    -0.006088   
  0.499000     0.000551    -0.163677    -0.006242   
  0.499500     0.000542    -0.163698    -0.006393   
